Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
410762,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2015-16,12/01/2015,8.75,
336795,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2014-15,12/01/2014,26.81,
173608,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Summer 2009,06/01/2009,10.77,
605973,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2018,06/01/2018,8.55,
336697,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2015,01/01/2015,28.28,
643533,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2018-19,12/01/2018,26.48,
121692,386,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),2-Year Summer Average 2009-2010,06/01/2009,28.61,
216371,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2012,06/01/2012,33.02,
168519,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2010-11,12/01/2010,14.69,
175926,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2010,06/01/2010,23.66,
172187,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2012,06/01/2012,21.81,
518627,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2012-2014,01/02/2012,6.2,
411042,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2016,06/01/2016,9.07,
170396,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2012,12/01/2011,7.36,
411090,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2016,06/01/2016,7.75,
643417,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2019,01/01/2019,15.36,
211424,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Summer 2014,06/01/2014,7.85,
168684,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2012-13,12/01/2012,9.29,
411073,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Annual Average 2016,12/31/2015,7.49,
336563,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2015,06/01/2015,27.72,
166661,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2009,06/01/2009,20.75,
605778,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Summer 2018,06/01/2018,7.84,
173109,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2008-09,12/01/2008,13.5,
151481,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2009-2011,01/01/2009,73.6,
179720,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,501,Port Richmond,2015,01/01/2015,2.8,
518648,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2012-2014,01/02/2012,5.8,
170324,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2011,12/01/2010,10.38,
518628,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2012-2014,01/02/2012,11.2,
165747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2008-09,12/01/2008,35.2,
549333,386,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2017,06/01/2017,29.41,
167747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2013,12/01/2012,26.63,
171577,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2008-09,12/01/2008,36.38,
628595,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2015-2017,01/01/2015,18.3,
177960,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2013,06/01/2013,13.38,
643539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2018-19,12/01/2018,18.62,
412718,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2015-16,12/01/2015,22.92,
743644,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2021,06/01/2021,27.2,
172614,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2010,12/01/2009,20.21,
131062,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2005-2007,01/01/2005,103.9,
549850,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2017,06/01/2017,13.95,
518626,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,01/02/2012,14.1,
334229,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Summer 2015,06/01/2015,10.37,
211342,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2014,12/01/2013,8.93,
605365,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2018,06/01/2018,30.23,
742396,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2020-21,12/01/2020,8.6,
669895,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2020,01/01/2020,6.74,
165893,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2010-11,12/01/2010,24.44,
166873,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2013,06/01/2013,17.22,
227516,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,108,Upper East Side (CD8),2011,01/01/2011,2.8,
211786,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2014,12/01/2013,18.17,
602734,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2017-18,12/01/2017,24.54,
168600,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2011-12,12/01/2011,10.47,
212309,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2013-14,12/01/2013,29.87,
166821,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2012,06/01/2012,17.1,
742311,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2021,01/01/2021,6.55,
334306,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2015,01/01/2015,8.06,
650949,386,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2019,06/01/2019,24.72,
154508,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,108,Upper East Side (CD8),2005,01/01/2005,59.8,
177853,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2011,06/01/2011,11.3,
221896,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2014,06/01/2014,28.92,
742247,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2021,06/01/2021,9.13,
213942,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2014,06/01/2014,8.94,
165908,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2010-11,12/01/2010,28.73,
670879,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2020,06/01/2020,30.49,
669642,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2019-20,12/01/2019,7.4,
154588,643,Annual vehicle miles traveled,million miles,per km2,CD,305,East New York and Starrett City (CD5),2005,01/01/2005,22.3,
651056,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2019,06/01/2019,29.51,
602940,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2018,06/01/2018,18.72,
643582,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2019,01/01/2019,16.87,
602708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2018,01/01/2018,17.25,
667849,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2020,01/01/2020,10.47,
179727,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,205,Sunset Park,2015,01/01/2015,13.9,
175345,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2010-11,12/01/2010,30.1,
671106,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2020,06/01/2020,30.38,
130736,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,104,Pelham - Throgs Neck,2005,01/01/2005,3.2,
212820,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2014,06/01/2014,10.2,
741022,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2020-21,12/01/2020,19.18,
667395,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2020,06/01/2020,13.24,
131494,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,408,Jamaica,2009-2011,01/01/2009,18.9,
130700,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.8,
643471,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2019,01/01/2019,16.66,
643435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2019,01/01/2019,13.33,
667323,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2020,06/01/2020,13.15,
338293,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2015,06/01/2015,31.53,
602766,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2018,06/01/2018,18.4,
605764,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2017-18,12/01/2017,7.6,
179653,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2011,12/01/2010,10.82,
410979,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2016,06/01/2016,11.74,
170177,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2009,12/01/2008,11.64,
547497,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Summer 2017,06/01/2017,9.25,
602699,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2018,01/01/2018,12.92,
667797,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2020,06/01/2020,11.32,
669808,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2020,01/01/2020,6.02,
547355,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Winter 2016-17,12/01/2016,8.3,
669859,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2020,01/01/2020,6.32,
742295,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Summer 2021,06/01/2021,8.67,
214117,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2014,12/01/2013,9.67,
743693,386,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2021,06/01/2021,30.55,
643610,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2019,06/01/2019,13.39,
333939,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Winter 2014-15,12/01/2014,10.21,
550090,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2017,06/01/2017,13.52,
518690,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Citywide,1,New York City,2012-2014,01/02/2012,6.6,
410774,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2015-16,12/01/2015,8.37,
211884,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Winter 2013-14,12/01/2013,9.87,
743620,386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2021,06/01/2021,28.93,
605254,386,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2018,06/01/2018,23.99,
177213,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2009-10,12/01/2009,9.73,
741099,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2021,01/01/2021,11.41,
549993,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2016-17,12/01/2016,30.37,
743656,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2021,06/01/2021,27.39,
549772,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2017,06/01/2017,17.12,
411096,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Summer 2016,06/01/2016,9.77,
549933,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2016-17,12/01/2016,26.85,
173633,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Summer 2010,06/01/2010,11.83,
213426,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2014,06/01/2014,17.11,
742395,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2021,01/01/2021,7.66,
334322,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2015,06/01/2015,9.68,
667081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2020,01/01/2020,18.5,
547548,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2017,06/01/2017,10.13,
130702,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,2.8,
130972,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,504,South Beach - Tottenville,2005-2007,01/01/2005,23.9,
547693,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2017,01/01/2017,7.54,
628987,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305,Upper East Side,2015-2017,01/01/2015,5.6,
643665,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2018-19,12/01/2018,18.67,
131258,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,502,Stapleton - St. George,2005-2007,01/01/2005,41.6,
336724,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2015,01/01/2015,26.31,
643506,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2018-19,12/01/2018,24.36,
412719,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2016,06/01/2016,14.9,
602825,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2018,01/01/2018,11.05,
130373,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,01/01/2005,60.5,
603019,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2017-18,12/01/2017,24.09,
171699,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2012-13,12/01/2012,27.66,
334121,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Summer 2015,06/01/2015,10.2,
179118,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2009,06/01/2009,18.9,
130424,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2013,01/01/2013,13.7,
550082,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2017,01/01/2017,18.96,
216485,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2012,06/01/2012,34.91,
629155,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,4,Queens,2015-2017,01/01/2015,4.7,
131439,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2009-2011,01/01/2009,79.4,
740983,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2020-21,12/01/2020,20.06,
216525,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2010,06/01/2010,36.08,
605323,386,Ozone (O3),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2018,06/01/2018,29.66,
168440,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2008-09,12/01/2008,13.45,
643486,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2019,01/01/2019,19.67,
338206,386,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,Summer 2015,06/01/2015,32.59,
176529,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2009,12/01/2008,29.9,
669897,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2020,06/01/2020,7.52,
742552,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2020-21,12/01/2020,6.58,
651021,386,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2019,06/01/2019,30.31,
169384,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2010,06/01/2010,12.05,
410949,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2016,06/01/2016,9.47,
151549,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305,Upper East Side,2009-2011,01/01/2009,9.4,
742312,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Winter 2020-21,12/01/2020,7.27,
411997,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2016,06/01/2016,33.63,
172088,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2009,06/01/2009,21.87,
628453,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,01/01/2015,31.4,
743716,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2021,06/01/2021,31.08,
131131,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,16.5,
175404,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2011-12,12/01/2011,25.94,
213787,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,12/01/2013,11.78,
166663,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2009,06/01/2009,21.58,
334349,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2015,06/01/2015,8.28,
547749,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2017,06/01/2017,8.65,
412035,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2016,06/01/2016,36.17,
549814,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Summer 2017,06/01/2017,16.69,
216599,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2012,06/01/2012,33.94,
410867,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2015-16,12/01/2015,8.33,
216560,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2009,06/01/2009,24.53,
547763,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2016-17,12/01/2016,7.72,
549400,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2017,06/01/2017,28.19,
216280,386,Ozone (O3),Mean,ppb,CD,101,Financial District (CD1),Summer 2011,06/01/2011,25.23,
179786,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,211,Williamsburg - Bushwick,2015,01/01/2015,0.3,
175395,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2011-12,12/01/2011,27.76,
173603,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Summer 2009,06/01/2009,12.17,
605855,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2018,01/01/2018,6.99,
410735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2015-16,12/01/2015,8.41,
211889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2013-14,12/01/2013,11.8,
669925,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2020,01/01/2020,6.11,
336808,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2015,01/01/2015,21.35,
602924,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2018,01/01/2018,11.98,
742209,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2021,01/01/2021,6.43,
629037,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2015-2017,01/01/2015,1,
176669,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Annual Average 2012,12/01/2011,20.01,
605708,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2018,01/01/2018,6.67,
178430,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2009,12/01/2008,9.72,
227544,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,312,Borough Park (CD12),2011,01/01/2011,2,
168497,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2009-10,12/01/2009,9.27,
176545,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2009,12/01/2008,19.89,
605981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,01/01/2018,7.96,
222447,386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2013,06/01/2013,29.77,
741015,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2021,01/01/2021,13.26,
211859,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2013-14,12/01/2013,12.2,
628602,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,304,Upper West Side,2015-2017,01/01/2015,12.3,
170331,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2011,12/01/2010,9.71,
175393,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2011-12,12/01/2011,25.92,
170226,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Annual Average 2010,12/01/2009,11.95,
547552,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2017,01/01/2017,8.42,
151551,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2009-2011,01/01/2009,10.6,
629019,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2015-2017,01/01/2015,14.2,
177792,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2009,06/01/2009,14.29,
213240,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2013-14,12/01/2013,27.31,
177796,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2009,06/01/2009,13.16,
151640,643,Annual vehicle miles traveled,million miles,per km2,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,15.5,
605333,386,Ozone (O3),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2018,06/01/2018,29.68,
669709,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2020,01/01/2020,5.95,
743712,386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2021,06/01/2021,32.26,
